Year,Elevation
2012,124.3049
2012,124.3000
2012,124.2954
2012,124.2905
2012,124.2858
2012,124.2809
2012,124.2761
2012,124.2712
2012,124.2663
2012,124.2615
2012,124.2566
2012,124.2519
2013,124.2469
2013,124.2418
2013,124.2372
2013,124.2321
2013,124.2272
2013,124.2221
2013,124.2171
2013,124.2120
2013,124.2069
2013,124.2020
2013,124.1969
2013,124.1920
2014,124.1869
2014,124.1828
2014,124.1791
2014,124.1750
2014,124.1711
2014,124.1670
2014,124.1631
2014,124.1590
2014,124.1549
2014,124.1510
2014,124.1469
2014,124.1430
2015,124.1389
2015,124.1346
2015,124.1307
2015,124.1263
2015,124.1221
2015,124.1178
2015,124.1136
2015,124.1092
2015,124.1049
2015,124.1007
2015,124.0963
2015,124.0921
2016,124.0878
2016,124.0839
2016,124.0802
2016,124.0764
2016,124.0726
2016,124.0687
2016,124.0650
2016,124.0611
2016,124.0572
2016,124.0535
2016,124.0496
2016,124.0458
2017,124.0420
2017,124.0384
2017,124.0352
2017,124.0317
2017,124.0283
2017,124.0248
2017,124.0214
2017,124.0178
2017,124.0143
2017,124.0109
2017,124.0074
2017,124.0039
2018,124.0004
2018,123.9963
2018,123.9925
2018,123.9884
2018,123.9844
2018,123.9802
2018,123.9762
2018,123.9721
2018,123.9680
2018,123.9640
2018,123.9598
2018,123.9558
2019,123.9219
2019,123.9165
2019,123.9115
2019,123.9060
2019,123.9007
2019,123.8952
2019,123.8899
2019,123.8844
2019,123.8789
2019,123.8736
2019,123.8681
2019,123.8627
2020,123.8573
2020,123.8520
2020,123.8472
2020,123.8419
2020,123.8369
2020,123.8317
2020,123.8266
2020,123.8214
2020,123.8162
2020,123.8111
2020,123.8059
2020,123.8009
2021,123.7957
2021,123.7910
2021,123.7869
2021,123.7822
2021,123.7777
2021,123.7731
2021,123.7686
2021,123.7640
2021,123.7594
2021,123.7549
2021,123.7503
2021,123.7458
2022,123.7412
2022,123.7369
2022,123.7330
2022,123.7287
2022,123.7245
2022,123.7202
2022,123.7161
2022,123.7118
2022,123.7075
2022,123.7033
2022,123.6990
2022,123.6949
2023,123.6906
2023,123.6865
2023,123.6828
2023,123.6786
2023,123.6747
2023,123.6706
2023,123.6666
2023,123.6625
2023,123.6584
2023,123.6544
2023,123.6503
2023,123.6463
2024,123.6422
2024,123.6381
2024,123.6343
2024,123.6302
2024,123.6263
2024,123.6222
2024,123.6183
2024,123.6142
2024,123.6102
2024,123.6062
2024,123.6021
2024,123.5982
2025,123.5941
2025,123.5902
2025,123.5867
2025,123.5828
2025,123.5791
2025,123.5752
2025,123.5714
2025,123.5675
2025,123.5636
2025,123.5599
2025,123.5560
2025,123.5522
2026,123.5483
2026,123.5444
2026,123.5408
2026,123.5369
2026,123.5331
